,Domain,Phylum,Class,Order,Family,Genus,Species 
ASV1391,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV1756,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV1770,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV2047,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV2194,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV2302,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV2496,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV2895,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV2986,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV3104,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV3134,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV3156,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV3201,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV3825,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV3862,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV4976,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV5068,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV6419,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV6729,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV7768,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus
ASV7753,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Pseudalectrias,no identification
ASV2655,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Stichaeus,no identification
ASV16,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV55,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV251,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV312,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV338,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV481,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV524,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV746,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV796,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV840,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV951,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1074,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1095,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1112,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1164,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1268,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1275,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1296,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1335,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1346,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1351,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1452,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1474,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1475,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1481,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1562,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1649,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1656,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1722,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1747,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1761,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1805,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV1978,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2056,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2114,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2270,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2342,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2382,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2429,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2500,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2647,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2648,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2691,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2698,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2751,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2884,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV2939,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3007,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3030,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3115,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3135,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3204,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3249,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3284,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3410,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3488,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3489,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3508,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3524,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3632,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3659,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3665,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3693,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3698,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3715,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3828,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3847,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV3863,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4096,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4287,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4346,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4357,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4423,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4444,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4560,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4584,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4623,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4641,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4687,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4705,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4725,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4781,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4809,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4934,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4987,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV4988,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5092,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5156,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5229,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5312,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5334,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5552,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5578,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5685,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5779,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5844,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5935,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV5971,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6121,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6122,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6165,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6487,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6648,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6793,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6831,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6856,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV6904,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7098,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7300,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7468,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7501,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7517,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7582,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7597,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7735,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV7832,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus
ASV115,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV2856,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV3265,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV5894,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV6390,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV6629,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV6710,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV7435,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV8113,Eukaryota,Chordata,Actinopteri,Perciformes,Trichodontidae,Trichodon,Trichodon trichodon
ASV7368,Eukaryota,Chordata,Actinopteri,Perciformes,Triglidae,Chelidonichthys,no identification
ASV327,Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Andriashevia,no identification
ASV137,Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Lycodopsis,Lycodopsis pacificus
ASV5554,Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Lycodopsis,Lycodopsis pacificus
ASV6232,Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Lycodopsis,Lycodopsis pacificus
ASV36,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV527,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV750,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV752,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV971,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1027,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1036,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1042,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1313,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1410,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1426,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1437,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1527,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1769,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1896,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV1967,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV2358,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV2448,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV2563,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV2632,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV2704,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV2725,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV2731,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV2870,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV3691,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV3826,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV4144,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV4319,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV4372,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV4536,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV4650,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV5069,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV5365,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV5368,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV5487,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV5646,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV5663,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV5719,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV5981,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6032,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6035,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6092,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6234,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6311,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6507,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6594,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6731,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6737,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
ASV6798,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys sordidus
